journal	paper	author	url	size_in_kb	cum_size_in_kb
IJHS-9-1974-Issue-1	The Kapitthaka of Varahamihira 	 D G Dhavale	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol09_1_11_DGDhavale.pdf	53.0	28832.0
IJHS-9-1974-Issue-1	Solution of the Astronomical Triangle as found in the Tantrasamgraha 	 Radha Charan Gupta	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol09_1_13_RCGupta.pdf	200.0	29032.0
IJHS-9-1974-Issue-1	The Contribution of the Cult of Sacrifice to the Development of Indian Astronomy 	 G Sundaramoorthy	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol09_1_14_GSundaramurthy.pdf	130.0	29162.0
IJHS-9-1974-Issue-1	Epicyclic Eccentric Planetary Theories in Ancient and Medieval Indian Astronomy 	 S N Sen	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol09_1_15_SNSen.pdf	291.0	29453.0
IJHS-9-1974-Issue-1	Arab Antecedents of Copernican Method 	 S M R Ansari	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol09_1_16_SMRAnsari.pdf	20.0	29473.0
IJHS-9-1974-Issue-1	Pre–Copernican Astronomy in Europe 	 M C Pande	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol09_1_17_MCPande.pdf	295.0	29768.0
IJHS-9-1974-Issue-1	The Copernicus Magic Square 	 D R Kaprekar	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol09_1_18_DRKaprekar.pdf	28.0	29796.0
IJHS-9-1974-Issue-1	Discussions 	 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol09_1_19_Discussions.pdf	88.0	29884.0
IJHS-9-1974-Issue-2	Sines and Cosines of Multiple Arcs as given by Kamalakara 	 Radha Charan Gupta	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol09_2_1_RCGupta.pdf	192.0	30076.0
IJHS-9-1974-Issue-2	Copernicus and Modern Astronomy 	 J V Narlikar	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol09_2_2_JVNarlikar.pdf	143.0	30219.0
IJHS-9-1974-Issue-2	A Note on the Examination of Soil for Foundation of Buildings and of Townships in Ancient/Medieval India 	 R P Kulkarni	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol09_2_3_RPKulkarni.pdf	184.0	30403.0
IJHS-9-1974-Issue-2	Addition and Subtraction Theorems for the Sine and the Cosine in Medieval India 	 Radha Charan Gupta	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol09_2_4_RCGupta.pdf	344.0	30747.0
IJHS-9-1974-Issue-2	Consciousness in Plants 	 Arun Kumar Misra	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol09_2_5_AKMishra.pdf	215.0	30962.0
IJHS-9-1974-Issue-2	Darwin’s Theory of Unity of Reacting Mechanisms in Plants and Animals: Its Present Day Importance 	 Vasile D Marza and Ion T Tarnavschi	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol09_2_6_VDMarza.pdf	1009.0	31971.0
IJHS-9-1974-Issue-2	A Note on Colebrooke’s Translation of a Stanza from Bhaskara’s Lilavati 	 M N Channabasappa	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol09_2_7_MNChannabasappa.pdf	80.0	32051.0
IJHS-9-1974-Issue-2	Reviews 	 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol09_2_8_Reviews.pdf	100.0	32151.0
IJHS-10-1975-Issue-1	The Pseudo– Harita Samhita 	 P V Sharma	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol10_1_1_PVSharma.pdf	149.0	32300.0
IJHS-10-1975-Issue-1	Soil Stabilization by Early Indian Methods 	 R P Kulkarni	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol10_1_2_RPKulkarni.pdf	214.0	32514.0
IJHS-10-1975-Issue-1	The Permeation of Thermodynamics into Nineteenth Century Chemistry 	 V V Raman	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol10_1_3_VVRaman.pdf	573.0	33087.0
IJHS-10-1975-Issue-1	Circumference of the Jambudvipa in Jaina Cosmography 	 Radha Charan Gupta	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol10_1_4_RCGupta.pdf	357.0	33444.0
IJHS-10-1975-Issue-1	Quinquecentenary of Nicolaus Copernicus— A Report 	 S M R Ansari	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol10_1_5_SMRAnsari.pdf	192.0	33636.0
IJHS-10-1975-Issue-1	Announcement 	 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol10_1_6_Announcement.pdf	57.0	33693.0
IJHS-10-1975-Issue-1	Book Review 	 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol10_1_7_BookReviews.pdf	741.0	34434.0
IJHS-10-1975-Issue-2	Welcome Speech 	 A G Jhingran	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol10_2_1_WelcomeSpeech_AGJhingran.pdf	31.0	34465.0
IJHS-10-1975-Issue-2	Introductory Remarks 	 F C Auluck	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol10_2_2_IntroductoryRemarks_FCAuluck.pdf	43.0	34508.0
IJHS-10-1975-Issue-2	Inaugural Speech 	 B R Seshachar	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol10_2_3_InauguralSpeech_BRSeshachar.pdf	58.0	34566.0
IJHS-10-1975-Issue-2	Al–Biruni: An Introduction to his Life and Writings on the Indian Sciences 	 Maqbul Ahmad, ram Behari and B V Subbarayappa	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol10_2_4_MAhmad.pdf	242.0	34808.0
IJHS-10-1975-Issue-2	Sanskrit Literature known to Al–Biruni 	 Ajay Mitra Shastri	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol10_2_5_AMShastri.pdf	553.0	35361.0
IJHS-10-1975-Issue-2	Varahamihira, The Best Sanskrit source of Al–Biruni on Indian Jyotisa 	 Ghayasuddin	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol10_2_6_Ghayasuddin.pdf	559.0	35920.0
IJHS-10-1975-Issue-2	Al–Biruni and the Authorities on Sanskrit Prosody 	 Balkrishna K Nayar	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol10_2_7_BKNayar.pdf	110.0	36030.0
IJHS-10-1975-Issue-2	Session I: Discussion 	 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol10_2_8_SessionIDiscussion.pdf	41.0	36071.0
IJHS-10-1975-Issue-2	Al–Biruni and Brahmagupta 	 Bina Chatterjee	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol10_2_9_BChatterjee.pdf	98.0	36169.0
IJHS-10-1975-Issue-2	Al–Biruni and Indian Eras 	 R N Rai	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol10_2_10_RNRai.pdf	156.0	36325.0
IJHS-10-1975-Issue-2	Al–Biruni on Indian Arithmetic 	 A K Bag	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol10_2_11_AKBag.pdf	182.0	36507.0
IJHS-10-1975-Issue-2	Al–Biruni on determination of Latitudes and Longitudes in India 	 S N Sen	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol10_2_12_SNSen.pdf	253.0	36760.0
IJHS-10-1975-Issue-2	On Physical Researches of Al–Biruni 	 S M R Ansari	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol10_2_13_SMRAnsari.pdf	388.0	37148.0
IJHS-10-1975-Issue-2	Al–Biruni And Hindu Speculations on Gravitation 	 Sourin Roy	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol10_2_14_SRoy.pdf	138.0	37286.0
IJHS-10-1975-Issue-2	Metrology in Al–Biruni’s India 	 V B Mainkar	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol10_2_15_VBMainkar.pdf	111.0	37397.0
IJHS-10-1975-Issue-2	Al–Biruni’s Contribution to Physical Geography 	 S M Ziauddin Alavi	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol10_2_16_SMZAlavi.pdf	94.0	37491.0
IJHS-10-1975-Issue-2	Al–Biruni and The Theory of Tides 	 N K Panikkar	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol10_2_17_NKPanikkar.pdf	129.0	37620.0
IJHS-10-1975-Issue-2	Session II Discussion 	 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol10_2_18_SessionIIDiscussion.pdf	35.0	37655.0
IJHS-10-1975-Issue-2	Al–Biruni as a Synthesizer and Transmitter of Scientific Knowledge 	 S Maqbul Ahmad	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol10_2_19_SMAhmad.pdf	106.0	37761.0
IJHS-10-1975-Issue-2	Al–Biruni and Science Communication in Sanskrit 	 B K Nayar	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol10_2_20_BKNayar.pdf	67.0	37828.0
IJHS-10-1975-Issue-2	Session III Discussion 	 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol10_2_21_SessionIIIDiscussion.pdf	14.0	37842.0
IJHS-10-1975-Issue-2	Al–Biruni’s Astronomical Treatise in The Dari Language 	 M S Asimov	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol10_2_22_MSAsimov.pdf	56.0	37898.0
IJHS-10-1975-Issue-2	Where was Al–Birun Situated? 	 Abdul H Habibi	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol10_2_23_AHHabibi.pdf	32.0	37930.0
IJHS-10-1975-Issue-2	Al–Biruni and The Arithmetical Sequence of the Sanskrit Ganas 	 B K Nayar	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol10_2_24_BKNayar.pdf	172.0	38102.0
IJHS-10-1975-Issue-2	Al–Biruni’s Treatment of the Laghujataka and Comets: A Critique 	 M Ramakrishna Bhat	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol10_2_25_MRBhat.pdf	124.0	38226.0
IJHS-10-1975-Issue-2	Session IV: Discussion 	 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol10_2_26_SessionIVDiscussion.pdf	26.0	38252.0
IJHS-11-1976-Issue-1	Sine of Eighteen Degrees in India Upto the Eighteenth Century 	 Radha Charan Gupta	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol11_1_1_RCGupta.pdf	159.0	38411.0
IJHS-11-1976-Issue-1	Sources for a History of Plant Sciences in India (II) 	 B G L Swamy	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol11_1_2_BGLSwamy.pdf	450.0	38861.0
IJHS-11-1976-Issue-1	Sources for a History of Plant Sciences in India (III) 	 B G L Swamy	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol11_1_3_BGLSwamy.pdf	325.0	39186.0
IJHS-11-1976-Issue-1	Some Observations on Vrddha–Vasistha Siddhanta 	 R N Rai	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol11_1_4_RNRai.pdf	95.0	39281.0
IJHS-11-1976-Issue-1	Madhava’s Sine and Cosine Series 	 A K Bag	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol11_1_5_AKBag.pdf	87.0	39368.0
IJHS-11-1976-Issue-1	The Kinematic Motion of Astral Real and Counter Bodies in Trilokasara 	 L C Jain	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol11_1_6_LCJain.pdf	362.0	39730.0
IJHS-11-1976-Issue-1	Ayurvedic Concept of the Psychosomatic Basis of Health and Disease 	 R H Singh and B N Sinha	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol11_1_7_RHSingh.pdf	187.0	39917.0
IJHS-11-1976-Issue-2	On Certain Mathematical Topics of the Dhavala Texts 	 L C Jain	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol11_2_1_LCJain.pdf	481.0	40398.0
IJHS-11-1976-Issue-2	On the Square Root Formula in the Bakhshali Manuscript 	 M N Channabasappa	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol11_2_2_MNChannabasappa.pdf	267.0	40665.0
IJHS-11-1976-Issue-2	Kamala—The National Flower of India: Its Ancient History and Uses in Indian Medicine 	 R Mitra and L D Kapoor	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol11_2_3_RMitra.pdf	179.0	40844.0
IJHS-11-1976-Issue-2	Ancient Copper Workings: Some New C–14 Dates 	 D P Agrawal‚ C Margabandhu and N C Shekar	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol11_2_4_DPAgarwal.pdf	75.0	40919.0
IJHS-11-1976-Issue-2	Ship–Building in the Yuktikalpataru and Samarangana Sutradhara 	 Mamata Chaudhuri	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol11_2_5_MChaudhuri.pdf	236.0	41155.0
IJHS-11-1976-Issue-2	Measurement of Rainfall in Ancient India 	 T M Srinivasan	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol11_2_6_TMSrinivasan.pdf	254.0	41409.0
IJHS-13-1978-Issue-1	Ganita Kaumudi and the Continued Fraction 	 Pradip Kumar Majumdar	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol13_1_1_PKMajumdar.pdf	75.0	41484.0
IJHS-13-1978-Issue-1	The Extant of Siddhanta Sarvabhauma— An error in the Sine of One–third of Part of an Ang 	 Pradip Kumar Majumdar	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol13_1_2_PKMajumdar.pdf	75.0	41559.0
IJHS-13-1978-Issue-1	A Rationale of Bhaskara I's Method 	 Pradip Kumar Majumdar	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol13_1_3_PKMajumdar.pdf	87.0	41646.0
IJHS-13-1978-Issue-1	Geological Evidences in Support of the Antiquity of Some Ancient Indian Events 	 S R N Murthy	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol13_1_4_SRNMurthy.pdf	100.0	41746.0
IJHS-13-1978-Issue-1	Gavin De Beer and the Neo–Lamarckians 	 Harry Gershenowitz	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol13_1_5_HGershenowitz.pdf	99.0	41845.0
IJHS-13-1978-Issue-1	Nephrology in Ancient Indian System of Medicine 	 R H Singh and P K Srivastava	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol13_1_6_PKSrivastava.pdf	77.0	41922.0
IJHS-13-1978-Issue-1	The Value of Π Known to Sulbasutrakaras 	 R P Kulkarni	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol13_1_7_RPKulkarni.pdf	158.0	42080.0
IJHS-13-1978-Issue-1	On the Spiro–Elliptic Motion of the Sun implicit in the Tiloyapannatti 	 L C Jain	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol13_1_8_LCJain.pdf	146.0	42226.0
IJHS-13-1978-Issue-1	Triphala and its Arabic and Chinese Synonyms 	 S Mahdihassan	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol13_1_9_SMahdihassan.pdf	174.0	42400.0
IJHS-13-1978-Issue-1	George Gaylord Simpson and Lamarck 	 Harry Gershenowitz	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol13_1_10_HGershenowitz.pdf	124.0	42524.0
IJHS-13-1978-Issue-1	The Establishment of Observatories 	 S M R Ansari	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol13_1_11_SMRAnsari.pdf	187.0	42711.0
IJHS-13-1978-Issue-1	Book Reviews 	 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol13_1_12_BookReviews.pdf	80.0	42791.0
IJHS-13-1978-Issue-2	A Critical Evaluation of Mineralogical Aspects of Some Sanskrit Texts 	 S R N Murthy	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol13_2_1_SRNMurthy.pdf	131.0	42922.0
IJHS-13-1978-Issue-2	Dyes in Ancient and Medieval India 	 Meera Roy	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol13_2_2_MRoy.pdf	542.0	43464.0
IJHS-13-1978-Issue-2	Dating the Quaternary and Human Civilization 	 K N Prasad and S R N Murthy	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol13_2_3_KNPrasad.pdf	90.0	43554.0
IJHS-13-1978-Issue-2	Geometry as known to the People of Indus Civilization 	 R P Kulkarni	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol13_2_4_RPKulkarni.pdf	129.0	43683.0
IJHS-13-1978-Issue-2	Indian Values of the Sinus Totus 	 Radha Charan Gupta	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol13_2_5_RCGupta.pdf	371.0	44054.0
IJHS-13-1978-Issue-2	The Treatment of Lamarckism as found in Forty–one College Textbooks 	 Harry Gershenowitz	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol13_2_6_HGershenowitz.pdf	152.0	44206.0
IJHS-13-1978-Issue-2	The Epoch of the Romaka Siddhanta 	 T S Kuppana Shastri	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol13_2_7_TSKShastri.pdf	173.0	44379.0
IJHS-13-1978-Issue-2	Book Reviews 	 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol13_2_8_BookReviews.pdf	57.0	44436.0
IJHS-14-1979-Issue-1	Zodiac Circumference as Graduated in Jaina Astronomy 	 Sajjan Singh Lishk and S D Sharma	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol14_1_1_SSLishk.pdf	282.0	44718.0
IJHS-14-1979-Issue-1	Chauncey Wright’s Views on Lamarck 	 Harry Gershenowitz	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol14_1_2_HGershenowitz.pdf	157.0	44875.0
IJHS-14-1979-Issue-1	George Henslow: True Darwinist 	 Harry Gershenowitz	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol14_1_3_HGershenowitz.pdf	128.0	45003.0
IJHS-14-1979-Issue-1	System Theory in Jaina School of Mathematics 	 L C Jain	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol14_1_4_LCJain.pdf	575.0	45578.0
IJHS-14-1979-Issue-1	Munisvara’s Modification of Brahmagupta's Rule for Second Order Interpolation 	 R C Gupta	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol14_1_5_RCGupta.pdf	113.0	45691.0
IJHS-14-1979-Issue-1	Book Reviews 	 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol14_1_6_BookReviews.pdf	85.0	45776.0
IJHS-14-1979-Issue-1	News 	 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol14_1_7_News.pdf	84.0	45860.0
IJHS-14-1979-Issue-2	An Occurrence of Cinnabar in Rasarnavakalpa 	 S R N Murthy	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol14_2_1_SRNMurthy.pdf	73.0	45933.0
IJHS-14-1979-Issue-2	Some Historical Aspects of Jagadis Chandra Bose’s Microwave Research During 1895–1900 	 Visvapriya Mukherji	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol14_2_2_VMukherji.pdf	423.0	46356.0
IJHS-14-1979-Issue-2	The Influence of Lamarckism on the Development of Freud’s Psychoanalytic Theory 	 Harry Gershenowitz	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol14_2_3_HGershenowitz.pdf	202.0	46558.0
IJHS-14-1979-Issue-2	John Burroughs: Right Wing Neo–Lamarckian 	 Harry Gershenowitz	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol14_2_4_HGershenowitz.pdf	149.0	46707.0
IJHS-14-1979-Issue-2	Indian Concepts of Matter Part–I 	 J C Sickdar	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol14_2_5_JCSikdar.pdf	243.0	46950.0
IJHS-14-1979-Issue-2	Vagbhata on Medicinal Uses of Gems 	 S R N Murthy	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol14_2_6_SRNMurthy.pdf	89.0	47039.0
IJHS-14-1979-Issue-2	Botanical Identity and a Critical Appreciation of Maluva Lata as Evinced in the Buddhistic Pali Literature 	 R S Singh	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol14_2_7_RSSingh.pdf	94.0	47133.0
IJHS-14-1979-Issue-2	On Some Geological Aspects of the Suryasiddhanta 	 S R N Murthy	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol14_2_8_SRNMurthy.pdf	119.0	47252.0
IJHS-14-1979-Issue-2	The Vasistha–Paulisa Venus in the Pancasiddhantika of Varahamihira 	 T S Kuppanna Sastry	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol14_2_9_TSKSastry.pdf	104.0	47356.0
IJHS-14-1979-Issue-2	Evidences of the Inorganic Subtances in Amalgamation Process During Indian Alchemy 	 S S Kamavisdar	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol14_2_10_SSKamavisdar.pdf	32.0	47388.0
IJHS-14-1979-Issue-2	Book Reviews 	 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol14_2_11_BookReviews.pdf	70.0	47458.0
IJHS-14-1979-Issue-2	News 	 	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol14_2_12_News.pdf	42.0	47500.0
IJHS-15-1980-Issue-1	History of Mining in India—Circa 1400–1800 and Technology Status 	 S Bagchi and A K Ghose	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol15_1_4_SBagchi.pdf	104.0	47604.0
IJHS-15-1980-Issue-1	The Marici Commentary on the Jyotpatti 	 R C Gupta	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol15_1_6_RCGupta.pdf	112.0	47716.0
IJHS-15-1980-Issue-1	Colour Making and Dyeing of Cotton Textiles in Medieval Hindustan 	 Hamida Khatoon Naqvi	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol15_1_8_HKNaqvi.pdf	285.0	48001.0
IJHS-15-1980-Issue-1	Medical Trends in Kashmir During Zain–ul–Abidin’s Reign 	 R L Verma	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol15_1_9_RLVerma.pdf	218.0	48219.0
IJHS-15-1980-Issue-1	Indian Literature on Mathematics During 1400–1800 AD 	 A K Bag	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol15_1_10_AKBag.pdf	325.0	48544.0
IJHS-15-1980-Issue-1	A Survey of Historical Astrolables of Delhi 	 Kailash Behari and Vijai Govind	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol15_1_11_KBehari.pdf	222.0	48766.0
IJHS-15-1980-Issue-1	Patterns of Colonial Science in India 	 Deepak Kumar	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol15_1_12_DKumar.pdf	189.0	48955.0
IJHS-15-1980-Issue-1	Calico Printing in India 	 I N Verma	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol15_1_1_INVerma.pdf	128.0	49083.0
IJHS-15-1980-Issue-1	Jaina Alchemy 	 J C Sikdar	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol15_1_2_JCSikdar.pdf	254.0	49337.0
IJHS-15-1980-Issue-1	Unani Medicine in India during the Delhi Sultanate 	 Tazimuddin Siddiqi	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol15_1_3_TSiddiqi.pdf	137.0	49474.0
IJHS-15-1980-Issue-1	Indian Silk fabrics in  the Seventeenth Century 	 S P Sangar	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol15_1_5_SPSangar.pdf	250.0	49724.0
IJHS-15-1980-Issue-1	The Impact of Modern European Astronomy on Raja Jai Singh 	 S A Khan Ghori	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol15_1_7_SAKGhori.pdf	174.0	49898.0
IJHS-15-1980-Issue-1	Monsieur Poliakov’s Recent Attack Upon Lamarck 	 Harry Gershenowitz	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol15_1_13_HGershenowitz.pdf	127.0	50025.0
IJHS-15-1980-Issue-2	Napoleon and Lamarck 	 Harry Gershenowitz	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol15_2_4_HGershenowitz.pdf	137.0	50162.0
IJHS-15-1980-Issue-2	Analytical Studies in the Evidences Regarding Chemico–Culture in the History of Indian Medicine in Ancient Period—Allium Series 	 S S Kamavisdar	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol15_2_5_SSKamavisdar.pdf	306.0	50468.0
IJHS-15-1980-Issue-2	A Comparitive Study of the Early System of Indian Cosmology and the Tridosa Humoral Doctrine 	 S Mahdihassan	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol15_2_6_SMahadihassan.pdf	157.0	50625.0
IJHS-15-1980-Issue-2	Hindu Geometry 	 Bibhutibhusan Datta and Avadhesh Narayan Singh; Revised by Kripa Shankar Shukla	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol15_2_1_KSShukla.pdf	1304.0	51929.0
IJHS-15-1980-Issue-2	The Vedic River Saraswati A Myth or Fact – A Geological Approach 	 S R N Murthy	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol15_2_2_SRNMurthy.pdf	106.0	52035.0
IJHS-15-1980-Issue-2	Standardization of Time–Unit Muhurta Through the Science of Sciatherics in Atharva Vedanga Jyotisa 	 Sajjan Singh Lishk and S D Sharma	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol15_2_3_SSLishk.pdf	267.0	52302.0
IJHS-16-1981-Issue-1	Techniques for Extraction of Foreign Bodies From war wounds In Medieval India 	 K K Thakral	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol16_1_2_KKThakral.pdf	97.0	52399.0
IJHS-16-1981-Issue-1	Unani Medicine in India 1524 to 1605 AD 	 T Siddiqi	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol16_1_4_TSiddiqi.pdf	68.0	52467.0
IJHS-16-1981-Issue-1	Medicinal Use of Opium And Cannabis in Medieval India 	 G N Chaturvedi	https://insa.nic.in//writereaddata/UpLoadedFiles/IJHS/Vol16_1_6_GNChaturvedi.pdf	90.0	52557.0
